5,0,MNIST,1,4.640980243682861,2.8950772285461426,1.8389488458633423,8.0,0.0018929855432361364
5,3,MNIST,0,4.640980243682861,0.0,8.0,8.0,0.0
5,5,SVHN,1,4.640980243682861,0.6583239436149597,1.067076325416565,8.000000953674316,0.00456596352159977
5,7,SVHN,0,4.640980243682861,0.0,8.0,8.0,0.0
5,8,USPS,0,4.640980243682861,0.0,8.0,8.0,0.0
5,16,MNIST_M,0,4.640980243682861,0.0,8.0,8.0,0.0
5,19,MNIST_M,1,4.640980243682861,0.6034440398216248,1.3197335004806519,8.000000953674316,0.0045197391882538795
5,9,USPS,1,4.640980243682861,1.9683754444122314,1.7647383213043213,8.0,0.001798801589757204
5,17,MNIST_M,1,4.640980243682861,0.6817578673362732,1.2836122512817383,8.000000953674316,0.004002563189715147
5,1,MNIST,1,4.640980243682861,2.894223213195801,1.8300427198410034,8.0,0.001708064111880958
5,12,SynthDigits,0,4.640980243682861,0.0,8.0,8.0,0.0
5,4,SVHN,1,4.640980243682861,0.6033055186271667,1.1127556562423706,8.000001907348633,0.004026602488011122
5,13,SynthDigits,1,4.640980243682861,0.5684583783149719,1.6905139684677124,8.000001907348633,0.004801150411367416
5,2,MNIST,1,4.640980243682861,2.95450496673584,1.845931887626648,8.000000953674316,0.002672720467671752
5,11,USPS,0,4.640980243682861,0.0,8.0,8.0,0.0
5,10,USPS,1,4.640980243682861,1.9694095849990845,1.782148003578186,8.000000953674316,0.0032256520353257656
5,6,SVHN,0,4.640980243682861,0.0,8.0,8.0,0.0
5,18,MNIST_M,0,4.640980243682861,0.0,8.0,8.0,0.0
5,14,SynthDigits,0,4.640980243682861,0.0,8.0,8.0,0.0
5,15,SynthDigits,0,4.640980243682861,0.0,8.0,8.0,0.0
10,0,MNIST,2,4.6449713706970215,3.130223512649536,1.458055853843689,8.0,0.0027176348958164454
10,8,USPS,3,4.6449713706970215,2.13735294342041,1.3910043239593506,8.0,0.002722150180488825
10,7,SVHN,0,4.6449713706970215,0.0,8.0,8.0,0.0
10,9,USPS,2,4.6449713706970215,2.0749447345733643,1.44037926197052,8.0,0.002962588332593441
10,12,SynthDigits,0,4.6449713706970215,0.0,8.0,8.0,0.0
10,13,SynthDigits,2,4.6449713706970215,0.6247630715370178,1.395896315574646,8.00000286102295,0.0062684835866093636
10,19,MNIST_M,1,4.6449713706970215,0.6034440398216248,1.3197335004806519,8.000000953674316,0.0045197391882538795
10,10,USPS,1,4.6449713706970215,1.9694095849990845,1.782148003578186,8.000000953674316,0.0032256520353257656
10,1,MNIST,1,4.6449713706970215,2.894223213195801,1.8300427198410034,8.0,0.001708064111880958
10,6,SVHN,1,4.6449713706970215,0.6094487905502319,1.104683756828308,8.00000286102295,0.006688737776130438
10,5,SVHN,1,4.6449713706970215,0.6583239436149597,1.067076325416565,8.000000953674316,0.00456596352159977
